PostId,positivity_score,negativity_score
34552917,0.023255814,0
34552920,0.023809524,0.023809524
34552926,0.013392857,0
34552965,0,0
34553015,0.018050542,0.018050542
34553122,0,0
34552755,0,0
34552766,0,0.005524862
34552774,0.016129032,0
34552788,0.025773196,0
34553110,0,0.066666667
34553129,0.025641026,0
34553154,0.028571429,0
34553177,0.010989011,0.016483516
34553024,0.018461538,0.024615385
34553115,0,0.014705882
34552929,0.037878788,0
34552992,0.018867925,0
34553035,0.028776978,0.021582734
34552803,0.013513514,0.013513514
34552868,0.039473684,0.039473684
34552875,0,0
34552878,0.003649635,0.00729927
34552918,0.013136289,0.001642036
34552927,0.020618557,0.020618557
34552937,0.03030303,0
34552945,0.003058104,0.01529052
34553147,0.0125,0
34553150,0.060606061,0
34553157,0.012820513,0
34553164,0,0
34552807,0.051094891,0.01459854
34552824,0.011494253,0.040229885
34553116,0.01509434,0.011320755
34553148,0.008849558,0.008849558
34553193,0.01,0.1
34553196,0.027777778,0
34553244,0.008928571,0
34553269,0,0
34553051,0.012578616,0
34553061,0.005722461,0.001430615
34553069,0.014925373,0.007462687
34553093,0.016393443,0
34552833,0.004716981,0
34552858,0.019607843,0.009803922
34552922,0.029126214,0
34552970,0,0.038461538
34553018,0.003883495,0
34553026,0.040983607,0
34553028,0.035087719,0.00877193
34553156,0.031746032,0.015873016
34553174,0.013586957,0
34553183,0.012367491,0.003533569
34553191,0.027777778,0
34553250,0.038961039,0
34553265,0.038834951,0
34553290,0,0
34553322,0,0.024691358
34553407,0.133333333,0
34553439,0,0.07
34553490,0.010362694,0.010362694
34553173,0.025641026,0.008547009
34553198,0.078947368,0
34553225,0.029850746,0
34553233,0.014084507,0
34553271,0.052631579,0
34553287,0.012145749,0.008097166
34553319,0.015909091,0.006818182
34553104,0.03030303,0.03030303
34553109,0.019512195,0.019512195
34553178,0.011627907,0.002906977
34553203,0.038022814,0.011406844
34553219,0,0
34553230,0,0.029411765
34553268,0,0
34553296,0,0.007462687
34553305,0.013274336,0
34553318,0.018867925,0.018867925
34553329,0.0625,0
34553362,0.022222222,0
34553515,0,0
34553523,0.035714286,0
34553526,0.013513514,0
34553541,0.048780488,0
34553567,0.017699115,0
34552925,0.074074074,0
34552933,0.023952096,0
34552963,0.02247191,0
34553034,0.1,0
34553045,0.018292683,0.006097561
34553062,0,0
34553077,0,0
34553095,0.078947368,0.052631579
34553370,0.047619048,0.019047619
34553387,0.030120482,0.018072289
34553396,0.029045643,0
34553241,0.095890411,0
34553264,0.029605263,0.006578947
34553267,0,0
34553272,0.032520325,0.008130081
34553281,0,0.038461538
34553335,0.023391813,0.01754386
34553337,0.004310345,0.004310345
34553593,0.033333333,0
34553601,0,0.028571429
34553608,0.028985507,0.014492754
34553616,0.005134788,0
34553643,0.0375,0
34553699,0,0
34553709,0.010638298,0.010638298
34553725,0,0
34553742,0.025423729,0.084745763
34553783,0.008733624,0
34552974,0.020408163,0
34552991,0.024096386,0
34553007,0.0078125,0.015625
34553023,0,0
34553112,0.01754386,0.01754386
34553126,0,0
34553128,0.012820513,0
34553343,0,0
34553369,0.042253521,0
34553412,0.005449591,0.008174387
34553403,0.013157895,0.004385965
34553421,0,0.0125
34553428,0,0
34553438,0.011627907,0
34553444,0.025,0.025
34553486,0.0625,0
34553495,0,0.016666667
34553513,0.015748031,0.007874016
34553546,0.052631579,0
34553555,0,0
34553282,0,0
34553289,0.036697248,0.018348624
34553323,0.0625,0.020833333
34553334,0.008403361,0.025210084
34553339,0.007462687,0.02238806
34553349,0.096774194,0
34553356,0.035714286,0
34553376,0,0.00456621
34553810,0.011049724,0.002762431
34553816,0.010526316,0
34553048,0,0
34553049,0,0.009345794
34553075,0.031496063,0.003937008
34553145,0.007692308,0
34553151,0.039473684,0.026315789
34553161,0.012820513,0
34553162,0.017167382,0.004291845
34553572,0.013333333,0
34553596,0.034482759,0
34553639,0.003154574,0
34553463,0.005665722,0.002832861
34553469,0.058823529,0
34553470,0.038461538,0
34553480,0.014925373,0.014925373
34553485,0.034482759,0.034482759
34553502,0.054054054,0
34553597,0,0
34553603,0,0
34553818,0,0
34553825,0.005882353,0.005882353
34553849,0.05,0
34553858,0.076923077,0
34553882,0,0
34553892,0.052083333,0.010416667
34553401,0.059405941,0.00990099
34553418,0.013435701,0.001919386
34553424,0.02,0.013333333
34553440,0,0.006329114
34553457,0,0.010526316
34553458,0.02058319,0.012006861
34553459,0.016393443,0
34553467,0,0.028571429
34553475,0.005555556,0
34553080,0.039215686,0
34553082,0.032520325,0
34553114,0,0
34553139,0.016393443,0.008196721
34553636,0.034482759,0.017241379
34553671,0,0
34553680,0.095238095,0
34553696,0.01010101,0.02020202
34553722,0.019607843,0
34553730,0.025,0
34553755,0.055555556,0
34553773,0,0
34553805,0.037037037,0
34553828,0.05,0
34553839,0.102040816,0
34553853,0.083333333,0
34553176,0.021538462,0.003076923
34553187,0.01980198,0.00990099
34553646,0.006535948,0.039215686
34553694,0.056818182,0.005681818
34553893,0,0
34553900,0.02739726,0
34553917,0,0
34553481,0.050754458,0.002743484
34553491,0.023622047,0
34553500,0.026315789,0.01754386
34553559,0.013404826,0.002680965
34553573,0.009302326,0
34553591,0.003236246,0
34553166,0.005791506,0.003861004
34553190,0.04,0
34553205,0.037037037,0.018518519
34553207,0,0
34553216,0.006644518,0.006644518
34553204,0,0.014492754
34553210,0,0
34553213,0.039215686,0
34553243,0,0
34553270,0.009345794,0
34553277,0.019736842,0.032894737
34553705,0,0
34553706,0.01369863,0
34553745,0.009174312,0
34553618,0.01953125,0
34553626,0.006514658,0.019543974
34553873,0.014285714,0
34553890,0.04,0
34553903,0,0
34553913,0.019230769,0
34553955,0.005931198,0.005931198
34553972,0.025,0
34553936,0.028169014,0.014084507
34553958,0,0
34553968,0.010869565,0
34553232,0.022988506,0.08045977
34553239,0,0.058823529
34553248,0,0
34553256,0.02962963,0
34553288,0.021276596,0
34553311,0,0
34553327,0.058823529,0
34553338,0.027624309,0
34553345,0.01010101,0
34553379,0.00856531,0.002141328
34553386,0.007237636,0.00482509
34553394,0.015503876,0.015503876
34553397,0.033333333,0.022222222
34553652,0,0
34553676,0.022727273,0
34553685,0.036630037,0
34553452,0.006329114,0
34553455,0.019230769,0.009615385
34553460,0.017241379,0
34553462,0.032608696,0.027173913
34553747,0.011904762,0
34553754,0.035714286,0.071428571
34553780,0,0.037037037
34553822,0.027522936,0
34553838,0.017241379,0
34553864,0.009478673,0.004739336
34553878,0,0.015267176
34553996,0,0.008759124
34554087,0,0
34554097,0.003921569,0.019607843
34554105,0.029850746,0
34553985,0.024,0.008
34554059,0.026666667,0
34554075,0.018072289,0.006024096
34554077,0.035294118,0.011764706
34554083,0.018518519,0
34554091,0.009433962,0.009433962
34553257,0.029484029,0
34553275,0.006437768,0
34553284,0,0
34553297,0.037735849,0.018867925
34553324,0,0.014388489
34553374,0.023255814,0
34553732,0.029850746,0.014925373
34553751,0.019607843,0
34553758,0.00862069,0.00862069
34553760,0.035087719,0.01754386
34553809,0.016393443,0
34553826,0,0
34553832,0.001642036,0.008210181
34553908,0,0.039473684
34553909,0.021276596,0.021276596
34553910,0.037735849,0.037735849
34553880,0.031578947,0
34553906,0.031578947,0.003508772
34554118,0.086956522,0
34554125,0.015384615,0
34554134,0.018404908,0
34554135,0.009259259,0
34553487,0.041666667,0.041666667
34553536,0,0.02
34553595,0,0.013513514
34553612,0,0
34553621,0,0
34554112,0.045112782,0.015037594
34554147,0.019035533,0.001269036
34554174,0.013333333,0.013333333
34554197,0,0
34553474,0.014084507,0.007042254
34553482,0.027777778,0
34553498,0.005347594,0.005347594
34553508,0.006716418,0.002985075
34553524,0.008928571,0.00255102
34553582,0.022222222,0
34553583,0,0
34553625,0.026086957,0.034782609
34553632,0,0
34553634,0,0
34553641,0.028846154,0.028846154
34553649,0.02369281,0
34553650,0.108108108,0
34553683,0.021052632,0
34553919,0,0
34553934,0.033898305,0.016949153
34553935,0,0
34553949,0.035714286,0.023809524
34553947,0.020725389,0.005181347
34553980,0,0.044776119
34554004,0,0
34554136,0.043478261,0
34554169,0,0
34554191,0.113207547,0
34554202,0.011111111,0.005555556
34553622,0.007168459,0
34553628,0.036585366,0.012195122
34554204,0.019809244,0
34554206,0,0
34554213,0,0.012658228
34554240,0.005847953,0.011695906
34554271,0.044145873,0
34554274,0.084745763,0
34553684,0,0.018518519
34553692,0.012605042,0.008403361
34553701,0,0
34553717,0.066666667,0.022222222
34553749,0.008733624,0.008733624
34553769,0.006134969,0.012269939
34553959,0.01242236,0
34553960,0.010245902,0.008196721
34553975,0.014084507,0
34553992,0,0
34553994,0.011976048,0
34554002,0,0
34554009,0.015037594,0
34554024,0,0
34554026,0.00952381,0
34554012,0.037037037,0.024691358
34554013,0.010752688,0
34554021,0.015267176,0
34554217,0.007894737,0.000526316
34554234,0,0
34554259,0,0
34554261,0.015625,0
34554293,0.007751938,0
34553647,0,0
34553655,0.009677419,0
34554297,0,0
34554356,0.009677419,0.009677419
34554357,0,0
34554364,0.026315789,0
34554382,0,0
34554407,0.009049774,0.018099548
34554415,0,0
34553775,0,0
34553782,0.004651163,0
34553794,0.0078125,0
34554033,0.125,0
34554052,0,0
34554060,0.084507042,0
34554175,0,0.011764706
34554203,0,0
34554438,0,0
34554482,0.006666667,0
34554496,0.011235955,0
34554073,0.022346369,0
34554079,0.00990099,0
34554081,0.011111111,0
34554302,0.039215686,0
34554303,0.033613445,0
34554337,0.01875,0
34553656,0.024390244,0.002439024
34553663,0,0
34553664,0.012048193,0
34553679,0.015706806,0.005235602
34553802,0.04,0
34553835,0.009090909,0.03030303
34553859,0.032786885,0.032786885
34553877,0.004310345,0.00862069
34553911,0.014880952,0.005952381
34553943,0,0
34554209,0.030927835,0
34554225,0,0
34554287,0,0.006756757
34554294,0.021126761,0.007042254
34554505,0.008196721,0.016393443
34554522,0,0
34554523,0.051282051,0
34554524,0,0
34554122,0.009036145,0
34554129,0,0
34554131,0.057971014,0
34553950,0.009404389,0
34553969,0.058823529,0
34554359,0.023809524,0
34554369,0,0.028571429
34554410,0.027027027,0.009009009
34554420,0.04,0
34554435,0,0
34554442,0,0
34554451,0.00304878,0.00304878
34553687,0.052631579,0
34553719,0.015957447,0.005319149
34553728,0.051282051,0
34553731,0.018181818,0
34553746,0.034482759,0.051724138
34553778,0.03125,0
34553814,0.022727273,0
34553840,0.053571429,0
34553847,0.011261261,0.004504505
34553881,0,0
34553889,0.038961039,0
34553895,0.052631579,0
34553896,0,0
34553929,0,0.03125
34553973,0,0
34554003,0.018318068,0.000832639
34554005,0.004405286,0.004405286
34554325,0.018372703,0.002624672
34554367,0.002444988,0
34554370,0.013513514,0
34554401,0.035714286,0
34554403,0.020618557,0.010309278
34554417,0,0
34553984,0,0.019047619
34554000,0,0
34554011,0.031818182,0
34554453,0.008196721,0.090163934
34554511,0.023529412,0.011764706
34554512,0,0
34554519,0.013618677,0.003891051
34554568,0.019607843,0
34554555,0.009090909,0.004545455
34554557,0,0
34554132,0.02173913,0
34554154,0.035714286,0
34554171,0.027777778,0
34554231,0.138461538,0
34554263,0.056603774,0
34554288,0.014492754,0
34554299,0.014109347,0
34554331,0,0
34554348,0.01183432,0
34554587,0.033557047,0.006711409
34554596,0.007434944,0.003717472
34554022,0.019230769,0
34554023,0.083333333,0
34554074,0.020408163,0
34554121,0.042553191,0
34554124,0.010810811,0
34554427,0.022408964,0.008403361
34554486,0.003861004,0.007722008
34554650,0.034188034,0.025641026
34554664,0.016853933,0
34554682,0.01910828,0.012738854
34554049,0,0.008
34554051,0.0125,0
34554053,0,0
34554603,0.003558719,0.010676157
34554609,0.014285714,0
34554612,0.004273504,0.004273504
34554398,0.001067236,0.002134472
34554430,0.111111111,0
34554457,0.043478261,0
34554471,0.022222222,0.006349206
34554472,0.071428571,0
34554494,0,0
34554517,0.048780488,0
34554537,0,0.0375
34554560,0.091603053,0.015267176
34554684,0,0
34554705,0.028776978,0.007194245
34554706,0.004761905,0.00952381
34554730,0,0.02
34554758,0.002320186,0.002320186
34554772,0.010989011,0
34554139,0.026666667,0
34554140,0.010152284,0.005076142
34554149,0.02739726,0.01369863
34554205,0.012578616,0
34554061,0.086956522,0
34554085,0.009433962,0
34554092,0,0
34554111,0.004926108,0.004926108
34554629,0.013513514,0.027027027
34554645,0.0625,0
34554671,0.078431373,0
34554694,0.042128603,0.00443459
34554483,0.032258065,0.032258065
34554489,0,0
34554514,0.035087719,0
34554533,0.1,0
34554538,0,0
34554539,0.005208333,0.008680556
34554548,0.016,0.008
34554586,0,0
34554595,0.019230769,0
34554620,0.02,0
34554628,0.007936508,0
34554644,0,0
34554790,0,0
34554806,0.025641026,0
34554865,0.016949153,0.005649718
34554207,0.004065041,0.006097561
34554246,0.071428571,0
34554583,0.014388489,0.014388489
34554599,0,0.004926108
34554605,0,0.037037037
34554133,0.039473684,0
34554145,0,0.027027027
34554153,0,0
34554158,0.028571429,0
34554159,0.015789474,0.005263158
34554170,0.029069767,0
34554200,0,0
34554228,0.04,0
34554242,0,0.019607843
34554251,0,0
34554262,0,0
34554768,0.049180328,0
34554828,0.090909091,0
34554886,0,0
34554894,0.014814815,0
34554662,0,0
34554693,0,0
34554704,0.011363636,0.011363636
34554713,0.06557377,0.016393443
34554738,0.020460358,0.00511509
34554761,0.033333333,0.033333333
34554892,0.014851485,0
34554925,0,0
34554942,0.014285714,0
34554606,0,0.010204082
34554607,0.016129032,0
34554655,0.012658228,0
34554247,0.044444444,0
34554272,0.036885246,0
34554267,0,0
34554308,0,0
34554310,0.0625,0.03125
34554328,0.023255814,0.005813953
34554903,0.009090909,0
34554912,0.012658228,0
34554922,0.003816794,0.007633588
34554778,0,0
34554788,0.011299435,0
34554846,0.03030303,0.02020202
34554958,0.043478261,0.02173913
34554998,0,0
34554314,0.004106776,0
34554324,0.008,0.005333333
34554329,0.030769231,0
34554658,0.011450382,0
34554680,0.003278689,0.02295082
34554342,0,0
34554385,0,0
34554386,0.025157233,0
34554946,0.052631579,0
34554952,0.007782101,0
34554961,0.038834951,0
34554980,0.001117318,0
34555002,0,0
34554870,0.035087719,0.01754386
34554896,0.011811024,0
34554911,0.069767442,0
34555023,0.081081081,0
34555025,0,0
34555033,0.009090909,0.009090909
34555123,0.063829787,0.021276596
34555157,0.035714286,0
34555173,0.032258065,0
34555252,0,0
34555260,0,0
34555294,0.01754386,0.035087719
34555301,0.012820513,0.012820513
34555310,0,0.047619048
34555332,0.031746032,0.015873016
34555357,0.019480519,0
34555369,0.032786885,0
34554707,0.006802721,0
34554717,0.010989011,0.010989011
34554734,0.021126761,0.007042254
34554330,0.027027027,0
34554332,0,0.016129032
34554339,0.015706806,0.010471204
34554347,0.133757962,0.006369427
34554394,0,0
34554395,0.006493506,0.116883117
34554425,0,0
34554428,0.010989011,0.010989011
34554437,0,0
34554459,0.0625,0
34554476,0.041666667,0
34554477,0.033333333,0
34554478,0.003911343,0
34554509,0.017241379,0
34554528,0.036144578,0
34554562,0,0.01980198
34554571,0.017241379,0
34554618,0,0
34555382,0.011764706,0.035294118
34555410,0.08,0.04
34555467,0,0
34555491,0,0
34555035,0.023411371,0.006688963
34555045,0.052631579,0
34555062,0,0
34554927,0.006756757,0.005067568
34554955,0.016722408,0
34554739,0.057142857,0
34554798,0.010909091,0.005454545
34554816,0.011428571,0
34554824,0.005988024,0
34554373,0.066666667,0
34554396,0.014705882,0.014705882
34554406,0.028571429,0.014285714
34554421,0.005780347,0
34554619,0,0
34554626,0.004255319,0.008510638
34554634,0,0
34554643,0.007352941,0.014705882
34555519,0.15,0
34555526,0.005649718,0.003766478
34555536,0,0
34555542,0,0
34555603,0.008264463,0.024793388
34555617,0.09375,0
34555652,0.007874016,0
34555676,0,0
34555683,0.014285714,0.002380952
34555692,0.018518519,0.018518519
34555703,0.036144578,0
34555726,0,0
34555753,0.019417476,0
34555070,0.085714286,0.028571429
34555096,0.003636364,0.010909091
34555102,0.054794521,0.02739726
34554962,0.002631579,0.002631579
34555010,0.04,0
34555019,0.012195122,0
34555047,0,0.021276596
34555095,0,0
34555114,0.038095238,0.00952381
34554834,0,0
34554842,0.004385965,0.004385965
34554856,0.058823529,0
34554882,0.007194245,0
34554424,0.045454545,0
34554441,0.035294118,0.023529412
34554448,0.023255814,0.046511628
34554475,0.011363636,0.011363636
34554507,0,0
34554565,0.010928962,0.010928962
34554566,0.027272727,0.009090909
34554652,0.125,0.020833333
34554661,0,0.010810811
34554676,0,0
34555758,0,0.004716981
34555787,0.006944444,0.020833333
34555793,0.030927835,0
34555106,0.012820513,0
34555112,0.042553191,0
34555229,0.04587156,0.018348624
34554890,0,0
34554924,0.046511628,0
34554948,0.02484472,0
34554951,0,0.088888889
34554974,0,0.007518797
34555008,0.006734007,0.003367003
34555041,0.004347826,0.01884058
34555050,0.044776119,0
34554615,0,0
34554616,0,0
34554691,0,0
34554692,0.01754386,0.052631579
34554698,0.038839286,0.004017857
34554715,0.009708738,0.009708738
34555156,0.071428571,0.035714286
34555236,0,0
34555255,0.013513514,0
34555271,0.060606061,0
34555311,0.02293578,0.004587156
34554695,0.008264463,0.003541913
34554711,0,0
34554721,0,0
34554726,0.01384083,0
34554751,0.053892216,0.002994012
34555313,0,0
34555337,0,0
34555345,0,0.014084507
34555371,0.011627907,0
34555404,0.03864279,0.001885014
34555415,0,0.0625
34555795,0.027777778,0
34555833,0,0.015625
34555837,0.007936508,0
34555850,0.040816327,0
34555246,0,0
34555254,0.023809524,0.011904762
34555261,0,0
34555262,0,0
34555060,0.002409639,0.002409639
34555068,0.025641026,0
34555075,0,0
34555093,0.015625,0.015625
34555107,0.00676819,0.003384095
34555117,0,0
34555135,0.010869565,0
34555140,0.00295858,0.001183432
34555143,0.054794521,0
34555184,0.037974684,0.025316456
34555234,0.03125,0.0078125
34555241,0,0
34555302,0,0
34555318,0.002967359,0.041543027
34554771,0.002430134,0
34554804,0.001612903,0.000806452
34554852,0.071428571,0
34554855,0,0
34554863,0.010309278,0.003436426
34554749,0,0
34554767,0.036363636,0.045454545
34554774,0.013986014,0.013986014
34554868,0.005747126,0.005747126
34554869,0.034482759,0.022988506
34554871,0,0
34555437,0.015625,0
34555531,0,0
34555532,0.019607843,0
34555562,0.04,0.026666667
34555571,0.030927835,0
34555870,0.03030303,0
34555904,0.090909091,0
34555920,0.061946903,0
34555934,0.018867925,0
34555264,0,0
34555304,0.004,0.002
34555305,0.038888889,0
34555312,0,0
34555326,0.026490066,0
34555377,0.035211268,0
34555417,0,0.016949153
34554792,0,0.044117647
34554814,0.022727273,0.011363636
34554815,0.073529412,0
34554831,0.111111111,0
34554917,0.012820513,0.012820513
34554926,0.040816327,0
34554941,0.006802721,0.006802721
34554910,0,0
34554913,0.034090909,0
34554936,0,0
34554954,0,0
34554972,0,0
34554985,0,0.052631579
34555581,0.027777778,0
34555597,0.028301887,0
34555663,0,0.005763689
34555672,0.035714286,0.017857143
34555716,0,0
34556018,0.023809524,0.007936508
34556034,0.01980198,0
34556061,0.054054054,0.027027027
34556111,0.017094017,0.034188034
34554967,0,0.005235602
34554968,0.008097166,0.004048583
34555370,0,0.039215686
34555389,0.007434944,0.003717472
34555412,0.043478261,0.007246377
34555433,0.044444444,0.022222222
34555460,0.02,0
34555475,0.037735849,0
34555533,0.020833333,0
34555560,0.007407407,0.014814815
34555568,0.027472527,0.010989011
34555585,0.005464481,0
34555628,0,0.016949153
34554989,0,0
34554997,0.020408163,0.006802721
34555004,0.012658228,0
34555039,0.020245072,0.000532765
34555052,0,0
34555072,0,0
34555097,0.067567568,0.013513514
34555121,0.002145923,0.004291845
34555122,0.068965517,0
34555721,0.014415781,0.001517451
34555756,0.029411765,0.014705882
34555765,0.034482759,0
34555766,0,0.014084507
34555781,0.018348624,0
34555790,0.166666667,0
34555821,0.111111111,0
34555871,0.014705882,0.008823529
34554975,0.020833333,0
34554982,0.0125,0
34554990,0.007876016,0.000762195
34554993,0.023668639,0.01183432
34554999,0.032786885,0
34555049,0.025806452,0.006451613
34555051,0,0
34555058,0.047619048,0
34555092,0.030769231,0
34556118,0,0
34556135,0.012,0
34555642,0.011560694,0
34555643,0.071428571,0
34555650,0,0
34555670,0.010416667,0.010416667
34555413,0,0
34555448,0,0.010309278
34555498,0.021052632,0.010526316
34555137,0,0
34555162,0.031746032,0
34555124,0,0
34555174,0.018867925,0.018867925
34555182,0.018691589,0
34555185,0.024390244,0
34555192,0.004608295,0.002304147
34556153,0.009009009,0
34556176,0.0625,0
34555905,0.048780488,0.024390244
34555931,0.007633588,0
34555932,0.027586207,0.006896552
34555958,0,0
34555963,0.012195122,0
34555964,0.007462687,0
34555700,0.022727273,0.022727273
34555701,0,0.014492754
34555733,0.015748031,0.004724409
34555776,0,0.058823529
34555801,0.016759777,0
34555171,0.025,0.01
34555172,0,0
34555194,0.012195122,0.012195122
34555503,0.005464481,0
34555513,0.006451613,0.006451613
34556185,0,0.018867925
34556201,0,0
34556219,0.005747126,0
34556244,0.006535948,0
34555200,0.031578947,0.021052632
34555207,0,0
34555225,0,0
34555965,0.022900763,0
34555974,0,0
34555981,0.023255814,0
34555983,0,0
34556024,0.139534884,0
34556098,0.009708738,0.009708738
34556130,0.017857143,0
34556140,0.056603774,0.018867925
34556142,0,0
34555240,0.00913242,0.00456621
34555242,0.014084507,0
34555283,0.002702703,0
34555340,0.027027027,0
34555834,0.064516129,0
34555853,0.088888889,0
34555860,0,0.056603774
34555876,0,0
34555877,0.034482759,0
34555514,0.111111111,0
34555545,0.036585366,0.012195122
34555548,0.01509434,0
34555555,0,0.047619048
34555570,0.018181818,0
34555605,0.013333333,0.026666667
34555613,0.007246377,0
34555629,0.060606061,0
34555632,0.025641026,0
34555639,0,0.020408163
34555681,0.034965035,0.013986014
34555704,0.047619048,0
34555757,0,0.009345794
34555771,0,0
34555196,0.028409091,0.005681818
34555214,0.044776119,0.044776119
34555219,0,0.005555556
34556251,0,0.037037037
34556271,0,0.037037037
34556287,0.025380711,0.015228426
34555772,0,0.012195122
34555773,0.052941176,0
34555789,0.008264463,0
34556155,0,0.019230769
34556174,0.025974026,0.012987013
34556180,0.032786885,0
34556190,0,0.022727273
34555341,0,0.054054054
34555376,0,0
34555409,0.007407407,0
34555900,0,0
34555959,0.066666667,0
34555962,0.1,0
34555967,0.005681818,0.002840909
34555247,0.038095238,0.038095238
34555248,0.105263158,0
34555278,0.037383178,0.018691589
34555320,0.009009009,0
34555390,0.106382979,0.031914894
34555403,0.018181818,0
34555414,0.014925373,0.004975124
34556330,0.007692308,0
34556343,0,0.021276596
34556362,0.019736842,0.006578947
34555798,0,0
34555804,0,0
34555823,0,0
34555829,0.005681818,0
34556225,0.025641026,0
34556283,0.012987013,0
34556317,0,0
34556351,0,0.024390244
34556383,0.003944773,0.00591716
34556392,0.025,0
34556400,0,0
34556406,0.035714286,0
34556425,0.033057851,0.008264463
34555451,0.016528926,0
34555459,0.007575758,0
34555468,0.007843137,0
34555420,0.018181818,0
34555428,0,0
34555487,0.021052632,0
34555521,0.032258065,0
34555538,0.007518797,0.022556391
34555563,0.06122449,0
34555582,0.037735849,0.037735849
34555631,0.028985507,0
34555665,0.044025157,0
34555985,0.022988506,0.002873563
34556002,0.014778325,0
34556422,0.019900498,0
34556435,0.034482759,0
34556445,0.005813953,0.005813953
34556447,0.01309329,0.001636661
34556478,0.081081081,0
34556479,0.015673981,0.006269592
34556480,0.083333333,0
34556494,0.069444444,0
34556503,0.069565217,0.008695652
34556519,0.076923077,0
34556520,0,0.040816327
34556539,0.003003003,0
34556561,0.025,0
34555839,0,0.032258065
34555916,0.005882353,0
34555956,0.04109589,0.01369863
34556025,0.022222222,0.022222222
34556030,0.030418251,0.003802281
34556433,0,0
34556448,0,0.04
34556467,0.029239766,0.005847953
34556492,0.025,0.025
34556493,0.021276596,0
34556500,0.00462963,0.009259259
34556508,0.02266289,0.002832861
34556568,0.005347594,0.005347594
34555680,0.016528926,0
34555688,0.012027491,0.015463918
34555705,0.04109589,0
34555706,0,0
34555748,0.020304569,0
34556569,0,0
34556596,0.027586207,0.006896552
34556603,0.025806452,0
34556010,0.025210084,0.008403361
34556012,0.022222222,0
34556035,0,0
34556044,0,0.01010101
34555485,0.00617284,0.018518519
34555510,0,0.12
34556041,0.007462687,0
34556074,0.005376344,0
34556106,0.017699115,0
34556585,0.060498221,0
34556600,0,0
34555805,0.03030303,0
34555815,0.012012012,0
34555831,0.026315789,0
34555832,0,0.028985507
34555864,0,0
34555883,0.039215686,0.058823529
34555906,0.054545455,0
34556620,0,0
34556629,0,0
34556630,0.012987013,0
34556646,0.007407407,0
34556669,0.03030303,0.015151515
34555586,0,0
34555600,0.023529412,0.005882353
34555641,0,0.015873016
34555653,0.012631579,0.006315789
34555668,0.010638298,0
34555669,0.013736264,0
34555720,0.016129032,0.016129032
34555725,0.019305019,0
